PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31835171","Activation of Hypoxia-Inducible Factor Signaling Modulates the RNA Protein Interactome in Caenorhabditis elegans","Esmaillie R, Ignarski M, Bohl K, Krüger T, Ahmad D, Seufert L, Schermer B, Benzing T, Müller RU, Fabretti F.","iScience. 2019 Dec 20;22:466-476. doi: 10.1016/j.isci.2019.11.039. Epub 2019 Nov 27.","Esmaillie R","iScience","2019","2019/12/14","PMC6926210","","10.1016/j.isci.2019.11.039"
"19563678","Predicting protein-protein interactions in Arabidopsis thaliana through integration of orthology, gene ontology and co-expression","De Bodt S, Proost S, Vandepoele K, Rouzé P, Van de Peer Y.","BMC Genomics. 2009 Jun 29;10:288. doi: 10.1186/1471-2164-10-288.","De Bodt S","BMC Genomics","2009","2009/07/01","PMC2719670","","10.1186/1471-2164-10-288"
"12566404","Systematic discovery of new genes in the Saccharomyces cerevisiae genome","Kessler MM, Zeng Q, Hogan S, Cook R, Morales AJ, Cottarel G.","Genome Res. 2003 Feb;13(2):264-71. doi: 10.1101/gr.232903.","Kessler MM","Genome Res","2003","2003/02/05","PMC420365","","10.1101/gr.232903"
"25988162","Challenging muscle homeostasis uncovers novel chaperone interactions in Caenorhabditis elegans","Frumkin A, Dror S, Pokrzywa W, Bar-Lavan Y, Karady I, Hoppe T, Ben-Zvi A.","Front Mol Biosci. 2014 Nov 6;1:21. doi: 10.3389/fmolb.2014.00021. eCollection 2014.","Frumkin A","Front Mol Biosci","2014","2015/05/20","PMC4428482","","10.3389/fmolb.2014.00021"
"34957049","Novel Extraction Method for Combined Lipid and Metal Speciation From Caenorhabditis elegans With Focus on Iron Redox Status and Lipid Profiling","Blume B, Witting M, Schmitt-Kopplin P, Michalke B.","Front Chem. 2021 Dec 9;9:788094. doi: 10.3389/fchem.2021.788094. eCollection 2021.","Blume B","Front Chem","2021","2021/12/27","PMC8695969","","10.3389/fchem.2021.788094"
"23406498","Effect of alternative splicing on the degree centrality of nodes in protein-protein interaction networks of Homo sapiens","Sinha A, Nagarajaram HA.","J Proteome Res. 2013 Apr 5;12(4):1980-8. doi: 10.1021/pr4000812. Epub 2013 Mar 13.","Sinha A","J Proteome Res","2013","2013/02/15","","","10.1021/pr4000812"
"22645345","Stress and aging induce distinct polyQ protein aggregation states","Moronetti Mazzeo LE, Dersh D, Boccitto M, Kalb RG, Lamitina T.","Proc Natl Acad Sci U S A. 2012 Jun 26;109(26):10587-92. doi: 10.1073/pnas.1108766109. Epub 2012 May 29.","Moronetti Mazzeo LE","Proc Natl Acad Sci U S A","2012","2012/05/31","PMC3387092","","10.1073/pnas.1108766109"
"18267299","Prediction of protein-protein interactions using protein signature profiling","Mahdavi MA, Lin YH.","Genomics Proteomics Bioinformatics. 2007 Dec;5(3-4):177-86. doi: 10.1016/S1672-0229(08)60005-4.","Mahdavi MA","Genomics Proteomics Bioinformatics","2007","2008/02/13","PMC5963007","","10.1016/S1672-0229(08)60005-4"
"36798316","LINKIN-associated proteins necessary for tissue integrity during collective cell migration","Tan CH, Cheng KW, Park H, Chou TF, Sternberg PW.","bioRxiv [Preprint]. 2023 Aug 4:2023.02.08.527750. doi: 10.1101/2023.02.08.527750.","Tan CH","bioRxiv","2023","2023/02/17","PMC9934607","","10.1101/2023.02.08.527750"
"15608241","Inparanoid: a comprehensive database of eukaryotic orthologs","O'Brien KP, Remm M, Sonnhammer EL.","Nucleic Acids Res. 2005 Jan 1;33(Database issue):D476-80. doi: 10.1093/nar/gki107.","O'Brien KP","Nucleic Acids Res","2005","2004/12/21","PMC540061","","10.1093/nar/gki107"
"38293019","Heat Shock Proteins Function as Signaling Molecules to Mediate Neuron-Glia Communication During Aging","Wu J, Yang OJ, Soderblom EJ, Yan D.","bioRxiv [Preprint]. 2024 Jan 19:2024.01.18.576052. doi: 10.1101/2024.01.18.576052.","Wu J","bioRxiv","2024","2024/01/31","PMC10827141","","10.1101/2024.01.18.576052"
"30463019","A Metabolic Checkpoint for the Yeast-to-Hyphae Developmental Switch Regulated by Endogenous Nitric Oxide Signaling","Koch B, Barugahare AA, Lo TL, Huang C, Schittenhelm RB, Powell DR, Beilharz TH, Traven A.","Cell Rep. 2018 Nov 20;25(8):2244-2258.e7. doi: 10.1016/j.celrep.2018.10.080.","Koch B","Cell Rep","2018","2018/11/22","","","10.1016/j.celrep.2018.10.080"
"28652910","Profiling changes to natively-bound metals during Caenorhabditis elegans development","Hare DJ, Roberts BR, McColl G.","RSC Adv. 2016;6(114):113689-113693. doi: 10.1039/C6RA22084C. Epub 2016 Nov 29.","Hare DJ","RSC Adv","2016","2017/06/28","","","10.1039/C6RA22084C"
"26258774","Mitochondria Retrograde Signaling and the UPR mt: Where Are We in Mammals?","Arnould T, Michel S, Renard P.","Int J Mol Sci. 2015 Aug 6;16(8):18224-51. doi: 10.3390/ijms160818224.","Arnould T","Int J Mol Sci","2015","2015/08/11","PMC4581242","","10.3390/ijms160818224"
"15138307","A combined in vitro/bioinformatic investigation of redox regulatory mechanisms governing cell cycle progression","Conour JE, Graham WV, Gaskins HR.","Physiol Genomics. 2004 Jul 8;18(2):196-205. doi: 10.1152/physiolgenomics.00058.2004.","Conour JE","Physiol Genomics","2004","2004/05/13","","","10.1152/physiolgenomics.00058.2004"
"34860542","MON-2, a Golgi protein, mediates autophagy-dependent longevity in Caenorhabditis elegans","Jung Y, Artan M, Kim N, Yeom J, Hwang AB, Jeong DE, Altintas Ö, Seo K, Seo M, Lee D, Hwang W, Lee Y, Sohn J, Kim EJE, Ju S, Han SK, Nam HJ, Adams L, Ryu Y, Moon DJ, Kang C, Yoo JY, Park SK, Ha CM, Hansen M, Kim S, Lee C, Park SY, Lee SV.","Sci Adv. 2021 Dec 3;7(49):eabj8156. doi: 10.1126/sciadv.abj8156. Epub 2021 Dec 3.","Jung Y","Sci Adv","2021","2021/12/03","PMC8641931","","10.1126/sciadv.abj8156"
"17131882","[Structure and function of the presynaptic active zones]","Ohtsuka T.","Seikagaku. 2006 Oct;78(10):979-86.","Ohtsuka T","Seikagaku","2006","2006/11/30","","",""
"19198654","A comparative chemogenomics strategy to predict potential drug targets in the metazoan pathogen, Schistosoma mansoni","Caffrey CR, Rohwer A, Oellien F, Marhöfer RJ, Braschi S, Oliveira G, McKerrow JH, Selzer PM.","PLoS One. 2009;4(2):e4413. doi: 10.1371/journal.pone.0004413. Epub 2009 Feb 9.","Caffrey CR","PLoS One","2009","2009/02/10","PMC2635471","","10.1371/journal.pone.0004413"
"15215413","MITOPRED: a web server for the prediction of mitochondrial proteins","Guda C, Guda P, Fahy E, Subramaniam S.","Nucleic Acids Res. 2004 Jul 1;32(Web Server issue):W372-4. doi: 10.1093/nar/gkh374.","Guda C","Nucleic Acids Res","2004","2004/06/25","PMC441512","","10.1093/nar/gkh374"
"9847146","Using the Saccharomyces Genome Database (SGD) for analysis of protein similarities and structure","Chervitz SA, Hester ET, Ball CA, Dolinski K, Dwight SS, Harris MA, Juvik G, Malekian A, Roberts S, Roe T, Scafe C, Schroeder M, Sherlock G, Weng S, Zhu Y, Cherry JM, Botstein D.","Nucleic Acids Res. 1999 Jan 1;27(1):74-8. doi: 10.1093/nar/27.1.74.","Chervitz SA","Nucleic Acids Res","1999","1998/12/10","PMC148101","","10.1093/nar/27.1.74"
"18048400","Widespread evolutionary conservation of alternatively spliced exons in Caenorhabditis","Irimia M, Rukov JL, Penny D, Garcia-Fernandez J, Vinther J, Roy SW.","Mol Biol Evol. 2008 Feb;25(2):375-82. doi: 10.1093/molbev/msm262. Epub 2007 Nov 28.","Irimia M","Mol Biol Evol","2008","2007/12/01","","","10.1093/molbev/msm262"
"37936921","Human wild-type and D76N β(2)-microglobulin variants are significant proteotoxic and metabolic stressors for transgenic C. elegans","Raimondi S, Faravelli G, Nocerino P, Mondani V, Baruffaldi A, Marchese L, Mimmi MC, Canetti D, Verona G, Caterino M, Ruoppolo M, Mangione PP, Bellotti V, Lavatelli F, Giorgetti S.","FASEB Bioadv. 2023 Oct 25;5(11):484-505. doi: 10.1096/fba.2023-00073. eCollection 2023 Nov.","Raimondi S","FASEB Bioadv","2023","2023/11/08","PMC10626158","","10.1096/fba.2023-00073"
"22866926","Learning score function parameters for improved spectrum identification in tandem mass spectrometry experiments","Spivak M, Bereman MS, Maccoss MJ, Noble WS.","J Proteome Res. 2012 Sep 7;11(9):4499-508. doi: 10.1021/pr300234m. Epub 2012 Aug 15.","Spivak M","J Proteome Res","2012","2012/08/08","PMC3436966","NIHMS399860","10.1021/pr300234m"
"16011476","Drosophila nutrigenomics can provide clues to human gene-nutrient interactions","Ruden DM, De Luca M, Garfinkel MD, Bynum KL, Lu X.","Annu Rev Nutr. 2005;25:499-522. doi: 10.1146/annurev.nutr.25.050304.092708.","Ruden DM","Annu Rev Nutr","2005","2005/07/14","","","10.1146/annurev.nutr.25.050304.092708"
"26870755","Proteome-wide dataset supporting the study of ancient metazoan macromolecular complexes","Phanse S, Wan C, Borgeson B, Tu F, Drew K, Clark G, Xiong X, Kagan O, Kwan J, Bezginov A, Chessman K, Pal S, Cromar G, Papoulas O, Ni Z, Boutz DR, Stoilova S, Havugimana PC, Guo X, Malty RH, Sarov M, Greenblatt J, Babu M, Derry WB, Tillier ER, Wallingford JB, Parkinson J, Marcotte EM, Emili A.","Data Brief. 2015 Dec 12;6:715-21. doi: 10.1016/j.dib.2015.11.062. eCollection 2016 Mar.","Phanse S","Data Brief","2015","2016/02/13","PMC4738005","","10.1016/j.dib.2015.11.062"
"38884724","Technologies to Study Genetics and Molecular Pathways","Grunert M, Dorn C, Dopazo A, Sánchez-Cabo F, Vázquez J, Rickert-Sperling S, Lara-Pezzi E.","Adv Exp Med Biol. 2024;1441:435-458. doi: 10.1007/978-3-031-44087-8_22.","Grunert M","Adv Exp Med Biol","2024","2024/06/17","","","10.1007/978-3-031-44087-8_22"
"29078207","Hsp90-downregulation influences the heat-shock response, innate immune response and onset of oocyte development in nematodes","Eckl J, Sima S, Marcus K, Lindemann C, Richter K.","PLoS One. 2017 Oct 27;12(10):e0186386. doi: 10.1371/journal.pone.0186386. eCollection 2017.","Eckl J","PLoS One","2017","2017/10/28","PMC5659845","","10.1371/journal.pone.0186386"
"27448508","Proteins that mediate protein aggregation and cytotoxicity distinguish Alzheimer's hippocampus from normal controls","Ayyadevara S, Balasubramaniam M, Parcon PA, Barger SW, Griffin WS, Alla R, Tackett AJ, Mackintosh SG, Petricoin E, Zhou W, Shmookler Reis RJ.","Aging Cell. 2016 Oct;15(5):924-39. doi: 10.1111/acel.12501. Epub 2016 Jul 23.","Ayyadevara S","Aging Cell","2016","2016/07/25","PMC5013017","","10.1111/acel.12501"
"40144063","Proteomic insights into nematode-trapping fungi Arthrobotrys oligospora after their response to chitin","Zhang J, Wei L, Zhang H, Ma X, Sun Y, Li R, Zhang C, Cai X, Qiao J, Meng Q.","J Vet Res. 2025 Feb 25;69(1):71-82. doi: 10.2478/jvetres-2025-0005. eCollection 2025 Mar.","Zhang J","J Vet Res","2025","2025/03/27","PMC11936082","","10.2478/jvetres-2025-0005"
"26122521","Novor: real-time peptide de novo sequencing software","Ma B.","J Am Soc Mass Spectrom. 2015 Nov;26(11):1885-94. doi: 10.1007/s13361-015-1204-0. Epub 2015 Jun 30.","Ma B","J Am Soc Mass Spectrom","2015","2015/07/01","PMC4604512","","10.1007/s13361-015-1204-0"
"40413827","New derivatives of benzhydroxamic acid with nematocidal activity against Haemonchus contortus and Caenorhabditis elegans","Krátký J, Zajíčková M, Taki AC, Michel O, Matoušková P, Vokřál I, Štěrbová K, Vosála O, Lungerich B, Kurz T, Gasser RB, Harant K, Skálová L.","Int J Parasitol Drugs Drug Resist. 2025 May 20;28:100599. doi: 10.1016/j.ijpddr.2025.100599. Online ahead of print.","Krátký J","Int J Parasitol Drugs Drug Resist","2025","2025/05/25","","","10.1016/j.ijpddr.2025.100599"
"26366373","New insights into the FLPergic complements of parasitic nematodes: Informing deorphanisation approaches","McCoy CJ, Atkinson LE, Zamanian M, McVeigh P, Day TA, Kimber MJ, Marks NJ, Maule AG, Mousley A.","EuPA Open Proteom. 2014 Apr 19;3:262-272. doi: 10.1016/j.euprot.2014.04.002. eCollection 2014 Jun.","McCoy CJ","EuPA Open Proteom","2014","2015/09/15","PMC4405611","","10.1016/j.euprot.2014.04.002"
"24592319","Proteostasis and longevity: when does aging really begin?","Labbadia J, Morimoto RI.","F1000Prime Rep. 2014 Feb 3;6:7. doi: 10.12703/P6-7. eCollection 2014.","Labbadia J","F1000Prime Rep","2014","2014/03/05","PMC3914504","","10.12703/P6-7"
"15817689","Rapid and selective surveillance of Arabidopsis thaliana genome annotations with Centrifuge","Armand F, Bucher P, Jongeneel CV, Farmer EE.","Bioinformatics. 2005 Jun 15;21(12):2906-8. doi: 10.1093/bioinformatics/bti435. Epub 2005 Apr 7.","Armand F","Bioinformatics","2005","2005/04/09","","","10.1093/bioinformatics/bti435"
"39569321","Exon nomenclature and classification of transcripts database (ENACTdb): a resource for analyzing alternative splicing mediated proteome diversity","Verma P, Thakur D, Pandit SB.","Bioinform Adv. 2024 Oct 29;4(1):vbae157. doi: 10.1093/bioadv/vbae157. eCollection 2024.","Verma P","Bioinform Adv","2024","2024/11/21","PMC11576355","","10.1093/bioadv/vbae157"
"12015993","Separation technologies for glycomics","Hirabayashi J, Kasai K.","J Chromatogr B Analyt Technol Biomed Life Sci. 2002 May 5;771(1-2):67-87. doi: 10.1016/s1570-0232(02)00057-0.","Hirabayashi J","J Chromatogr B Analyt Technol Biomed Life Sci","2002","2002/05/23","","","10.1016/s1570-0232(02)00057-0"
"20730382","Functions of fasciculation and elongation protein zeta-1 (FEZ1) in the brain","Maturana AD, Fujita T, Kuroda S.","ScientificWorldJournal. 2010 Aug 17;10:1646-54. doi: 10.1100/tsw.2010.151.","Maturana AD","ScientificWorldJournal","2010","2010/08/24","PMC5763902","","10.1100/tsw.2010.151"
"23482088","Incorporating genomics into the toolkit of nematology","Dillman AR, Mortazavi A, Sternberg PW.","J Nematol. 2012 Jun;44(2):191-205.","Dillman AR","J Nematol","2012","2013/03/14","PMC3578471","",""
"27695651","New insights into old worm proteomes","Zimmerman SM, Kim SK.","Worm. 2016 May 4;5(3):e1184391. doi: 10.1080/21624054.2016.1184391. eCollection 2016.","Zimmerman SM","Worm","2016","2016/10/04","PMC5022666","","10.1080/21624054.2016.1184391"
"36711523","Homeodomain-interacting protein kinase maintains neuronal homeostasis during normal Caenorhabditis elegans aging and systemically regulates longevity from serotonergic and GABAergic neurons","Lazaro-Pena MI, Cornwell AB, Diaz-Balzac CA, Das R, Ward ZC, Macoretta N, Thakar J, Samuelson AV.","bioRxiv [Preprint]. 2023 Jun 14:2023.01.11.523661. doi: 10.1101/2023.01.11.523661.","Lazaro-Pena MI","bioRxiv","2023","2023/01/30","PMC9882034","","10.1101/2023.01.11.523661"
"12576473","Comprehensive analysis of the secreted proteins of the parasite Haemonchus contortus reveals extensive sequence variation and differential immune recognition","Yatsuda AP, Krijgsveld J, Cornelissen AW, Heck AJ, de Vries E.","J Biol Chem. 2003 May 9;278(19):16941-51. doi: 10.1074/jbc.M212453200. Epub 2003 Feb 7.","Yatsuda AP","J Biol Chem","2003","2003/02/11","","","10.1074/jbc.M212453200"
"15883882","Comparison of the yeast proteome to other fungal genomes to find core fungal genes","Hsiang T, Baillie DL.","J Mol Evol. 2005 Apr;60(4):475-83. doi: 10.1007/s00239-004-0218-1.","Hsiang T","J Mol Evol","2005","2005/05/11","","","10.1007/s00239-004-0218-1"
"12169534","Inferring sub-cellular localization through automated lexical analysis","Nair R, Rost B.","Bioinformatics. 2002;18 Suppl 1:S78-86. doi: 10.1093/bioinformatics/18.suppl_1.s78.","Nair R","Bioinformatics","2002","2002/08/10","","","10.1093/bioinformatics/18.suppl_1.s78"
"16873501","BaCelLo: a balanced subcellular localization predictor","Pierleoni A, Martelli PL, Fariselli P, Casadio R.","Bioinformatics. 2006 Jul 15;22(14):e408-16. doi: 10.1093/bioinformatics/btl222.","Pierleoni A","Bioinformatics","2006","2006/07/29","","","10.1093/bioinformatics/btl222"
"33996916","From Prokaryotes to Eukaryotes: Insights Into the Molecular Structure of Glycogen Particles","Liu QH, Tang JW, Wen PB, Wang MM, Zhang X, Wang L.","Front Mol Biosci. 2021 Apr 29;8:673315. doi: 10.3389/fmolb.2021.673315. eCollection 2021.","Liu QH","Front Mol Biosci","2021","2021/05/17","PMC8116748","","10.3389/fmolb.2021.673315"
"21067619","Predicted sub-populations in a marine shrimp proteome as revealed by combined EST and cDNA data from multiple Penaeus species","Leekitcharoenphon P, Taweemuang U, Palittapongarnpim P, Kotewong R, Supasiri T, Sonthayanon B.","BMC Res Notes. 2010 Nov 11;3:295. doi: 10.1186/1756-0500-3-295.","Leekitcharoenphon P","BMC Res Notes","2010","2010/11/12","PMC2993728","","10.1186/1756-0500-3-295"
"17406563","Mass spectrometric identification of N-linked glycopeptides using lectin-mediated affinity capture and glycosylation site-specific stable isotope tagging","Kaji H, Yamauchi Y, Takahashi N, Isobe T.","Nat Protoc. 2006;1(6):3019-27. doi: 10.1038/nprot.2006.444.","Kaji H","Nat Protoc","2006","2007/04/05","","","10.1038/nprot.2006.444"
"34759956","Identification of Non-Canonical Translation Products in C. elegans Using Tandem Mass Spectrometry","Parmar BS, Peeters MKR, Boonen K, Clark EC, Baggerman G, Menschaert G, Temmerman L.","Front Genet. 2021 Oct 25;12:728900. doi: 10.3389/fgene.2021.728900. eCollection 2021.","Parmar BS","Front Genet","2021","2021/11/11","PMC8575065","","10.3389/fgene.2021.728900"
"39095841","Heat-killed probiotic Levilactobacillus brevis MKAK9 and its exopolysaccharide promote longevity by modulating aging hallmarks and enhancing immune responses in Caenorhabditis elegans","Kumar A, Saha MK, Kumar V, Bhattacharya A, Barge S, Mukherjee AK, Kalita MC, Khan MR.","Immun Ageing. 2024 Aug 2;21(1):52. doi: 10.1186/s12979-024-00457-w.","Kumar A","Immun Ageing","2024","2024/08/02","PMC11295351","","10.1186/s12979-024-00457-w"
"23794635","GeneMANIA prediction server 2013 update","Zuberi K, Franz M, Rodriguez H, Montojo J, Lopes CT, Bader GD, Morris Q.","Nucleic Acids Res. 2013 Jul;41(Web Server issue):W115-22. doi: 10.1093/nar/gkt533.","Zuberi K","Nucleic Acids Res","2013","2013/06/25","PMC3692113","","10.1093/nar/gkt533"
"33710400","Correction to: Comparison of lipidome profiles of Caenorhabditis elegans-results from an inter-laboratory ring trial","Spanier B, Laurençon A, Weiser A, Pujol N, Omi S, Barsch A, Korf A, Meyer SW, Ewbank JJ, Palladino F, Garvis S, Aguilaniu H, Witting M.","Metabolomics. 2021 Mar 12;17(3):33. doi: 10.1007/s11306-021-01784-5.","Spanier B","Metabolomics","2021","2021/03/12","PMC8095360","","10.1007/s11306-021-01784-5"
"24080200","Evolutionarily conserved motifs and modules in mitochondrial protein-protein interaction networks","Jafari M, Sadeghi M, Mirzaie M, Marashi SA, Rezaei-Tavirani M.","Mitochondrion. 2013 Nov;13(6):668-75. doi: 10.1016/j.mito.2013.09.006. Epub 2013 Sep 27.","Jafari M","Mitochondrion","2013","2013/10/02","","","10.1016/j.mito.2013.09.006"
"36482896","AnnotaPipeline: An integrated tool to annotate eukaryotic proteins using multi-omics data","Maia GA, Filho VB, Kawagoe EK, Teixeira Soratto TA, Moreira RS, Grisard EC, Wagner G.","Front Genet. 2022 Nov 22;13:1020100. doi: 10.3389/fgene.2022.1020100. eCollection 2022.","Maia GA","Front Genet","2022","2022/12/09","PMC9723129","","10.3389/fgene.2022.1020100"
"19028802","Reverse genetics in zebrafish by TILLING","Moens CB, Donn TM, Wolf-Saxon ER, Ma TP.","Brief Funct Genomic Proteomic. 2008 Nov;7(6):454-9. doi: 10.1093/bfgp/eln046. Epub 2008 Nov 21.","Moens CB","Brief Funct Genomic Proteomic","2008","2008/11/26","PMC2899843","","10.1093/bfgp/eln046"
"24551124","Transcriptome analysis of the scleractinian coral Stylophora pistillata","Karako-Lampert S, Zoccola D, Salmon-Divon M, Katzenellenbogen M, Tambutté S, Bertucci A, Hoegh-Guldberg O, Deleury E, Allemand D, Levy O.","PLoS One. 2014 Feb 13;9(2):e88615. doi: 10.1371/journal.pone.0088615. eCollection 2014.","Karako-Lampert S","PLoS One","2014","2014/02/20","PMC3923803","","10.1371/journal.pone.0088615"
"19456378","Evolutionary conservation of the cholecystokinin/gastrin signaling system in nematodes","Janssen T, Meelkop E, Nachman RJ, Schoofs L.","Ann N Y Acad Sci. 2009 Apr;1163:428-32. doi: 10.1111/j.1749-6632.2008.03649.x.","Janssen T","Ann N Y Acad Sci","2009","2009/05/22","","","10.1111/j.1749-6632.2008.03649.x"
"38143800","Contrasting effects of whole-body and hepatocyte-specific deletion of the RNA polymerase III repressor Maf1 in the mouse","Willemin G, Mange F, Praz V, Lorrain S, Cousin P, Roger C, Willis IM, Hernandez N.","Front Mol Biosci. 2023 Dec 5;10:1297800. doi: 10.3389/fmolb.2023.1297800. eCollection 2023.","Willemin G","Front Mol Biosci","2023","2023/12/25","PMC10746880","","10.3389/fmolb.2023.1297800"
"15037505","Omic space: coordinate-based integration and analysis of genomic phenomic interactions","Toyoda T, Wada A.","Bioinformatics. 2004 Jul 22;20(11):1759-65. doi: 10.1093/bioinformatics/bth165. Epub 2004 Mar 22.","Toyoda T","Bioinformatics","2004","2004/03/24","","","10.1093/bioinformatics/bth165"
"20576703","The GeneMANIA prediction server: biological network integration for gene prioritization and predicting gene function","Warde-Farley D, Donaldson SL, Comes O, Zuberi K, Badrawi R, Chao P, Franz M, Grouios C, Kazi F, Lopes CT, Maitland A, Mostafavi S, Montojo J, Shao Q, Wright G, Bader GD, Morris Q.","Nucleic Acids Res. 2010 Jul;38(Web Server issue):W214-20. doi: 10.1093/nar/gkq537.","Warde-Farley D","Nucleic Acids Res","2010","2010/06/26","PMC2896186","","10.1093/nar/gkq537"
"33995893","Structural modeling of a novel membrane-bound globin-coupled sensor in Geobacter sulfurreducens","Hammerschmid D, Germani F, Drusin SI, Fagnen C, Schuster CD, Hoogewijs D, Marti MA, Venien-Bryan C, Moens L, Van Doorslaer S, Sobott F, Dewilde S.","Comput Struct Biotechnol J. 2021 Mar 26;19:1874-1888. doi: 10.1016/j.csbj.2021.03.031. eCollection 2021.","Hammerschmid D","Comput Struct Biotechnol J","2021","2021/05/17","PMC8076648","","10.1016/j.csbj.2021.03.031"
"37143762","An informatic workflow for the enhanced annotation of excretory/secretory proteins of Haemonchus contortus","Zheng Y, Young ND, Song J, Chang BCH, Gasser RB.","Comput Struct Biotechnol J. 2023 Mar 18;21:2696-2704. doi: 10.1016/j.csbj.2023.03.025. eCollection 2023.","Zheng Y","Comput Struct Biotechnol J","2023","2023/05/05","PMC10151223","","10.1016/j.csbj.2023.03.025"
"25610425","Farnesol-like endogenous sesquiterpenoids in vertebrates: the probable but overlooked functional ""inbrome"" anti-aging counterpart of juvenile hormone of insects?","De Loof A, Marchal E, Rivera-Perez C, Noriega FG, Schoofs L.","Front Endocrinol (Lausanne). 2015 Jan 6;5:222. doi: 10.3389/fendo.2014.00222. eCollection 2014.","De Loof A","Front Endocrinol (Lausanne)","2015","2015/01/23","PMC4285131","","10.3389/fendo.2014.00222"
"22972301","Increased proteasome activity in human embryonic stem cells is regulated by PSMD11","Vilchez D, Boyer L, Morantte I, Lutz M, Merkwirth C, Joyce D, Spencer B, Page L, Masliah E, Berggren WT, Gage FH, Dillin A.","Nature. 2012 Sep 13;489(7415):304-8. doi: 10.1038/nature11468.","Vilchez D","Nature","2012","2012/09/14","PMC5215918","NIHMS836411","10.1038/nature11468"
"16769679","Cellular phenotyping by RNAi","Fuchs F, Boutros M.","Brief Funct Genomic Proteomic. 2006 Mar;5(1):52-6. doi: 10.1093/bfgp/ell007. Epub 2006 Feb 23.","Fuchs F","Brief Funct Genomic Proteomic","2006","2006/06/14","","","10.1093/bfgp/ell007"
"30108505","Investigating the Mechanism of Action of Diketopiperazines Inhibitors of the Burkholderia cenocepacia Quorum Sensing Synthase CepI: A Site-Directed Mutagenesis Study","Buroni S, Scoffone VC, Fumagalli M, Makarov V, Cagnone M, Trespidi G, De Rossi E, Forneris F, Riccardi G, Chiarelli LR.","Front Pharmacol. 2018 Jul 31;9:836. doi: 10.3389/fphar.2018.00836. eCollection 2018.","Buroni S","Front Pharmacol","2018","2018/08/16","PMC6079302","","10.3389/fphar.2018.00836"
"36778589","Extensive accumulation of misfolded protein aggregates during natural aging and senescence","Cuanalo-Contreras K, Schulz J, Mukherjee A, Park KW, Armijo E, Soto C.","Front Aging Neurosci. 2023 Jan 26;14:1090109. doi: 10.3389/fnagi.2022.1090109. eCollection 2022.","Cuanalo-Contreras K","Front Aging Neurosci","2023","2023/02/13","PMC9909609","","10.3389/fnagi.2022.1090109"
"35992603","Machine-learning analysis of intrinsically disordered proteins identifies key factors that contribute to neurodegeneration-related aggregation","Ganne A, Balasubramaniam M, Ayyadevara S, Shmookler Reis RJ.","Front Aging Neurosci. 2022 Aug 3;14:938117. doi: 10.3389/fnagi.2022.938117. eCollection 2022.","Ganne A","Front Aging Neurosci","2022","2022/08/22","PMC9382113","","10.3389/fnagi.2022.938117"
"40461385","NAIL-MS Elucidates Crucial tRNA U34 Modifications in Response to Heat Stress across Eukaryotes and Prokaryotes","Vicente AM, Hencel K, Schicktanz J, Hammann C, Akay A, Kaiser S.","J Mol Biol. 2025 Jun 2:169228. doi: 10.1016/j.jmb.2025.169228. Online ahead of print.","Vicente AM","J Mol Biol","2025","2025/06/03","","","10.1016/j.jmb.2025.169228"
"37339632","Mechanisms of readthrough mitigation reveal principles of GCN1-mediated translational quality control","Müller MBD, Kasturi P, Jayaraj GG, Hartl FU.","Cell. 2023 Jul 20;186(15):3227-3244.e20. doi: 10.1016/j.cell.2023.05.035. Epub 2023 Jun 19.","Müller MBD","Cell","2023","2023/06/20","PMC10364623","","10.1016/j.cell.2023.05.035"
"20920508","Longevity and aging in insects: Is reproduction costly; cheap; beneficial or irrelevant? A critical evaluation of the ""trade-off"" concept","De Loof A.","J Insect Physiol. 2011 Jan;57(1):1-11. doi: 10.1016/j.jinsphys.2010.08.018. Epub 2010 Oct 25.","De Loof A","J Insect Physiol","2011","2010/10/06","","","10.1016/j.jinsphys.2010.08.018"
"15355598","Genome-wide RNAi as a route to gene function in Drosophila","Kuttenkeuler D, Boutros M.","Brief Funct Genomic Proteomic. 2004 Aug;3(2):168-76. doi: 10.1093/bfgp/3.2.168.","Kuttenkeuler D","Brief Funct Genomic Proteomic","2004","2004/09/10","","","10.1093/bfgp/3.2.168"
"29912392","GeneMANIA update 2018","Franz M, Rodriguez H, Lopes C, Zuberi K, Montojo J, Bader GD, Morris Q.","Nucleic Acids Res. 2018 Jul 2;46(W1):W60-W64. doi: 10.1093/nar/gky311.","Franz M","Nucleic Acids Res","2018","2018/06/19","PMC6030815","","10.1093/nar/gky311"
"23702396","Bioavailable affinity label for collagen prolyl 4-hydroxylase","Vasta JD, Higgin JJ, Kersteen EA, Raines RT.","Bioorg Med Chem. 2013 Jun 15;21(12):3597-601. doi: 10.1016/j.bmc.2013.04.057. Epub 2013 Apr 30.","Vasta JD","Bioorg Med Chem","2013","2013/05/25","PMC3723383","NIHMS473944","10.1016/j.bmc.2013.04.057"
"36748629","The role of ectopic P granules protein 5 homolog (EPG5) in DHPG-induced pain sensitization in mice","Mei X, Yin C, Pan Y, Chen L, Wu C, Li X, Feng Z.","J Neurochem. 2023 Apr;165(2):196-210. doi: 10.1111/jnc.15779. Epub 2023 Feb 21.","Mei X","J Neurochem","2023","2023/02/07","","","10.1111/jnc.15779"
