"TITLE","AUTHORS","SUBJECT","DESCRIPTION","PUBLISHER","AVAILABILITY","RESEARCH_ORG","SPONSORING_ORG","CONTRIBUTING_ORG","PUBLICATION_COUNTRY","PUBLICATION_DATE","LANGUAGE","RESOURCE_TYPE","TYPE_QUALIFIER","RELATION","COVERAGE","FORMAT","IDENTIFIER","REPORT_NUMBER","DOE_CONTRACT_NUMBER","OTHER_IDENTIFIER","DOI","RIGHTS","ENTRY_DATE","OSTI_IDENTIFIER","CITATION_URL","PURL_URL","JOURNAL_NAME","JOURNAL_ISSUE","JOURNAL_VOLUME"
"BRAKER3: Fully automated genome annotation using RNA-seq and protein evidence with GeneMark-ETP, AUGUSTUS, and TSEBRA","Gabriel, Lars; Brůna, Tomáš; Hoff, Katharina J.; Ebel, Matthis; Lomsadze, Alexandre; Borodovsky, Mark; Stanke, Mario","59 BASIC BIOLOGICAL SCIENCES","Gene prediction has remained an active area of bioinformatics research for a long time. Still, gene prediction in large eukaryotic genomes presents a challenge that must be addressed by new algorithms. The amount and significance of the evidence available from transcriptomes and proteomes vary across genomes, between genes, and even along a single gene. User-friendly and accurate annotation pipelines that can cope with such data heterogeneity are needed. The previously developed annotation pipelines BRAKER1 and BRAKER2 use RNA-seq or protein data, respectively, but not both. A further significant performance improvement integrating all three data types was made by the recently released GeneMark-ETP. We here present the BRAKER3 pipeline that builds on GeneMark-ETP and AUGUSTUS, and further improves accuracy using the TSEBRA combiner. BRAKER3 annotates protein-coding genes in eukaryotic genomes using both short-read RNA-seq and a large protein database, along with statistical models learned iteratively and specifically for the target genome. We benchmarked the new pipeline on genomes of 11 species under an assumed level of relatedness of the target species proteome to available proteomes. BRAKER3 outperforms BRAKER1 and BRAKER2. The average transcript-level F1-score is increased by about 20 percentage points on average, whereas the difference is most pronounced for species with large and complex genomes. BRAKER3 also outperforms other existing tools, MAKER2, Funannotate, and FINDER. The code of BRAKER3 is available on GitHub and as a ready-to-run Docker container for execution with Docker or Singularity. Overall, BRAKER3 is an accurate, easy-to-use tool for eukaryotic genome annotation.","Cold Spring Harbor Laboratory Press","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE; National Institutes of Health (NIH)","","United States","2024-06-12T04:00:00Z","English","Journal Article","","Journal Name: Genome Research; Journal Volume: 34; Journal Issue: 5","","Medium: ED; Size: p. 769-777","","","AC02-05CH11231; GM128145","Journal ID: ISSN 1088-9051","10.1101/gr.278090.123","","2025-03-31T04:00:00Z","2470762","https://www.osti.gov/biblio/2470762","https://www.osti.gov/servlets/purl/2470762","Genome Research","5","34"
"A universal metabolite repair enzyme removes a strong inhibitor of the TCA cycle","Zmuda, Anthony J.; Kang, Xiaojun; Wissbroecker, Katie B.; Saxhaug, Katrina Freund; Costa, Kyle C.; Hegeman, Adrian D.; Niehaus, Thomas D.","59 BASIC BIOLOGICAL SCIENCES; Science & Technology; Isomerases; Mitochondria; Small molecules","A prevalent side-reaction of succinate dehydrogenase oxidizes malate to enol-oxaloacetate (OAA), a metabolically inactive form of OAA that is a strong inhibitor of succinate dehydrogenase. We purified from cow heart mitochondria an enzyme (OAT1) with OAA tautomerase (OAT) activity that converts enol-OAA to the physiological keto-OAA form, and determined that it belongs to the highly conserved and previously uncharacterized Fumarylacetoacetate_hydrolase_domain-containing protein family. From all three domains of life, heterologously expressed proteins were shown to have strong OAT activity, and ablating the OAT1 homolog caused significant growth defects. In Escherichia coli, expression of succinate dehydrogenase was necessary for OAT1-associated growth defects to occur, and ablating OAT1 caused a significant increase in acetate and other metabolites associated with anaerobic respiration. OAT1 increased the succinate dehydrogenase reaction rate by 35% in in vitro assays with physiological concentrations of both succinate and malate. Our results suggest that OAT1 is a universal metabolite repair enzyme that is required to maximize aerobic respiration efficiency by preventing succinate dehydrogenase inhibition.","Nature Publishing Group","","Univ. of Minnesota, Minneapolis, MN (United States)","USDOE Office of Science (SC), Basic Energy Sciences (BES); USDOE","","United States","2024-01-29T05:00:00Z","English","Journal Article","","Journal Name: Nature Communications; Journal Volume: 15; Journal Issue: 1","","Medium: ED; Size: Article No. 846","","","SC0019148","Journal ID: ISSN 2041-1723; PII: 45134","10.1038/s41467-024-45134-0","","2025-05-12T04:00:00Z","2283115","https://www.osti.gov/biblio/2283115","","Nature Communications","1","15"
"LC-MS Proteomics Analysis of the Insulin/IGF-1 Deficient Caenorhabditis elegans daf-2(e1370) Mutant Reveals Extensive Restructuring of Intermediary Metabolism","Depuydt, Geert G.; Xie, Fang; Petyuk, Vladislav A.; Smolders, Arne; Brewer, Heather M.; Camp, David G.; Smith, Richard D.; Braeckman, Bart P.","Environmental Molecular Sciences Laboratory","The insulin/IGF-1 receptor is a major known determinant of dauer formation, stress resistance, longevity and metabolism in C. elegans. In the past, whole-genome transcript profiling was used extensively to study differential gene expression in response to reduced insulin/IGF-1 signaling, including expression levels of metabolism-associated genes. Taking advantage of the recent developments in quantitative liquid chromatography mass-spectrometry (LC-MS) based proteomics, we profiled the proteomic changes that occur in response to activation of the DAF-16 transcription factor in the germline-less glp-4(bn2); daf-2(e1370) receptor mutant. Strikingly, the daf-2 profile suggests extensive reorganization of intermediary metabolism, characterized by the up-regulation of many core intermediary metabolic pathways. These include, glycolysis/gluconeogenesis, glycogenesis, pentose phosphate cycle, citric acid cycle, glyoxylate shunt, fatty acid β-oxidation, one-carbon metabolism, propionate and tyrosine catabolism, and complex I, II, III and V of the electron transport chain. Interestingly, we found simultaneous activation of reciprocally regulated metabolic pathways, which is indicative for spatio-temporal coordination of energy metabolism and/or extensive post-translational regulation of these enzymes. This restructuring of daf-2 metabolism is reminiscent to that of hypometabolic dauers, allowing the efficient and economical utilization of internal nutrient reserves, possibly also shunting metabolites through alternative energy-generating pathways, in order to sustain longevity.","","","Pacific Northwest National Lab. (PNNL), Richland, WA (United States). Environmental Molecular Sciences Lab. (EMSL)","USDOE","","United States","2014-02-20T05:00:00Z","English","Journal Article","","Journal Name: Journal of Proteome Research, 13(4):1938-1956","","Medium: X","","PNNL-SA-101697","AC05-76RL01830","48135; 400412000","10.1021/pr401081b","","2014-04-28T04:00:00Z","1129294","https://www.osti.gov/biblio/1129294","","Journal of Proteome Research, 13(4):1938-1956","",""
"Reduced Insulin/Insulin-like Growth Factor-1 Signaling and Dietary Restriction Inhibit Translation but Preserve Muscle Mass in <i>Caenorhabditis elegans<\/i>","Depuydt, Geert; Xie, Fang; Petyuk, Vladislav A.; Shanmugam, Nilesh; Smolders, Arne; Dhondt, Ineke; Brewer, Heather M.; Camp, David G.; Smith, Richard D.; Braeckman, Bart P.","59 BASIC BIOLOGICAL SCIENCES; Insulin/IGF‐1 signaling; daf‐2; dietary restriction; accurate mass and time LC‐MS/MS; protein synthesis; muscle; Environmental Molecular Sciences Laboratory","Reduced signaling through the C. elegans insulin/IGF1 like tyrosine kinase receptor daf2 and dietary restriction via bacterial dilution are two well-characterized lifespan-extending interventions that operate in parallel or through (partially) independent mechanisms. Using accurate mass and time tag LCMS/MS quantitative proteomics we detected that the abundance of a large number of ribosomal subunits is decreased in response to dietary restriction as well as in the daf2(e1370) insulin/IGF1 receptor mutant. In addition, general protein synthesis levels in these long-lived worms are repressed. Surprisingly, ribosomal transcript levels were not correlated to actual protein abundance, suggesting that posttranscriptional regulation determines ribosome content. Proteomics also revealed increased presence of many structural muscle cell components in long-lived worms, which appears to result from prioritized preservation of muscle cell volume in nutrient-poor conditions or low insulin-like signaling. Activation of DAF16, but not diet-restriction, stimulates mRNA expression of muscle-related genes to prevent muscle atrophy. Important daf2 specific proteome changes include overexpression of aerobic metabolism enzymes and a general activation of stress responsive and immune defense systems, while increased abundance of many protein subunits of the proteasome core complex is a DR-specific characteristic.","American Society for Biochemistry and Molecular Biology","","Pacific Northwest National Lab. (PNNL), Richland, WA (United States). Environmental Molecular Sciences Lab. (EMSL)","USDOE","","United States","2013-09-03T04:00:00Z","English","Journal Article","","Journal Name: Molecular and Cellular Proteomics; Journal Volume: 12; Journal Issue: 12","","Medium: X; Size: p. 3624-3639","","PNNL-SA-98548","AC05-76RL01830","Journal ID: ISSN 1535-9476; 40072; 400412000","10.1074/mcp.M113.027383","","2016-06-30T04:00:00Z","1130256","https://www.osti.gov/biblio/1130256","","Molecular and Cellular Proteomics","12","12"
"Lipid droplet-associated proteins in alcohol-associated fatty liver disease: A proteomic approach","Perumal, Sathish Kumar; Day, Le Z.; Arumugam, Madan Kumar; Chava, Srinivas; Kumar, Vikas; Osna, Natalia A.; Jacobs, Jon; Rasineni, Karuna; Kharbanda, Kusum K.","","The earliest manifestation of alcohol-associated liver disease (ALD) is steatosis characterized by deposition of fat in specialized organelles called lipid droplets (LDs). While alcohol administration causes a rise in LD numbers in the hepatocytes, little is known regarding their characteristics that allow their accumulation and size to increase. The aim of the present study is to gain insights into underlying pathophysiological mechanisms by investigating the ethanol-induced changes in hepatic LD proteome as a function of LD size. Adult male Wistar rats (180–200 g BW) were fed with ethanol liquid diet for 6 weeks. At sacrifice, large-, medium-, and small-sized hepatic LD subpopulations (LD1, LD2, and LD3, respectively) were isolated and subjected to morphological and proteomic analyses. Morphological analysis of LD1-LD3 fractions of ethanol-fed rats clearly demonstrated that LD1 contained larger LDs compared with LD2 and LD3 fractions. Our preliminary results from principal component analysis showed that the proteome of different-sized hepatic LD fractions was distinctly different. Proteomic data analysis identified over 2000 proteins in each LD fraction with significant alterations in protein abundance among the three LD fractions. Among the altered proteins, several were related to fat metabolism, including synthesis, incorporation of fatty acid, and lipolysis. Ingenuity pathway analysis revealed increased fatty acid synthesis, fatty acid incorporation, LD fusion, and reduced lipolysis in LD1 compared to LD3. Overall, the proteomic findings indicate that the increased level of protein that facilitates fusion of LDs combined with an increased association of negative regulators of lipolysis dictates the generation of large-sized LDs during the development of alcohol-associated hepatic steatosis. Several significantly altered proteins were identified in different-sized LDs isolated from livers of ethanol-fed rats. Ethanol-induced increases in specific proteins that hinder LD lipid metabolism led to the accumulation and persistence of large-sized LDs in the liver.","Wiley","","Pacific Northwest National Laboratory (PNNL), Richland, WA (United States)","USDOE; United States Department of Veterans Affairs; National Institutes of Health (NIH)","","United States","2024-10-16T04:00:00Z","English","Journal Article","","Journal Name: Alcohol, Clinical and Experimental Research; Journal Volume: 48; Journal Issue: 11","","Medium: ED; Size: p. 2010-2021","","PNNL-SA-198241","AC05-76RL01830; R01 AA026723; R01 AA028504; P50 AA030407-1531; I01BX004053; I01BX006064","Journal ID: ISSN 2993-7175","10.1111/acer.15446","","2025-03-10T04:00:00Z","2525940","https://www.osti.gov/biblio/2525940","https://www.osti.gov/servlets/purl/2525940","Alcohol, Clinical and Experimental Research","11","48"
"Updated resources for exploring experimentally-determined PDB structures and Computed Structure Models at the RCSB Protein Data Bank","Burley, Stephen K. (ORCID:0000000224879713); Bhatt, Rusham; Bhikadiya, Charmi; Bi, Chunxiao; Biester, Alison; Biswas, Pratyoy; Bittrich, Sebastian (ORCID:0000000335760387); Blaumann, Santiago; Brown, Ronald; Chao, Henry; Chithari, Vivek Reddy; Craig, Paul A. (ORCID:0000000220857816); Crichlow, Gregg V. (ORCID:0000000305121031); Duarte, Jose M. (ORCID:0000000295445621); Dutta, Shuchismita; Feng, Zukang (ORCID:0000000217886579); Flatt, Justin W.; Ghosh, Sutapa; Goodsell, David S.; Green, Rachel Kramer; Guranovic, Vladimir; Henry, Jeremy; Hudson, Brian P. (ORCID:0000000161219442); Joy, Michael; Kaelber, Jason T.; Khokhriakov, Igor; Lai, Jhih-Siang; Lawson, Catherine L.; Liang, Yuhe (ORCID:0000000205742041); Myers-Turnbull, Douglas; Peisach, Ezra (ORCID:0000000279056327); Persikova, Irina (ORCID:0000000195448390); Piehl, Dennis W.; Pingale, Aditya; Rose, Yana; Sagendorf, Jared; Sali, Andrej; Segura, Joan (ORCID:000000015593735X); Sekharan, Monica (ORCID:0000000226947003); Shao, Chenghua (ORCID:0000000168177476); Smith, James; Trumbull, Michael; Vallat, Brinda; Voigt, Maria (ORCID:0000000331037781); Webb, Ben; Whetstone, Shamara; Wu-Wu, Amy; Xing, Tongji; Young, Jasmine Y. (ORCID:0000000188966878); Zalevsky, Arthur; Zardecki, Christine (ORCID:0000000241491745)","","<title>Abstract</title> <p>The Research Collaboratory for Structural Bioinformatics Protein Data Bank (RCSB PDB, RCSB.org), the US Worldwide Protein Data Bank (wwPDB, wwPDB.org) data center for the global PDB archive, provides access to the PDB data via its RCSB.org research-focused web portal. We report substantial additions to the tools and visualization features available at RCSB.org, which now delivers more than 227000 experimentally determined atomic-level three-dimensional (3D) biostructures stored in the global PDB archive alongside more than 1 million Computed Structure Models (CSMs) of proteins (including models for human, model organisms, select human pathogens, crop plants and organisms important for addressing climate change). In addition to providing support for 3D structure motif searches with user-provided coordinates, new features highlighted herein include query results organized by redundancy-reduced Groups and summary pages that facilitate exploration of groups of similar proteins. Newly released programmatic tools are also described, as are enhanced training opportunities.</p>","Oxford University Press","","","USDOE","","United Kingdom","2024-11-28T05:00:00Z","English","Journal Article","","Journal Name: Nucleic Acids Research Journal Volume: 53 Journal Issue: D1","","Medium: X; Size: p. D564-D574","","","SC0019749","Journal ID: ISSN 0305-1048","10.1093/nar/gkae1091","","2025-01-08T05:00:00Z","2478943","https://www.osti.gov/biblio/2478943","","Nucleic Acids Research","D1","53"
"Galba: genome annotation with miniprot and AUGUSTUS","Brůna, Tomáš; Li, Heng; Guhlin, Joseph; Honsel, Daniel; Herbold, Steffen; Stanke, Mario; Nenasheva, Natalia; Ebel, Matthis; Gabriel, Lars; Hoff, Katharina J.","59 BASIC BIOLOGICAL SCIENCES; Biochemistry & Molecular Biology; Biotechnology & Applied Microbiology; Mathematical & Computational Biology; Gene prediction; Protein coding gene; Miniprot; AUGUSTUS","The Earth Biogenome Project has rapidly increased the number of available eukaryotic genomes, but most released genomes continue to lack annotation of protein-coding genes. In addition, no transcriptome data is available for some genomes. Various gene annotation tools have been developed but each has its limitations. Here, we introduce GALBA, a fully automated pipeline that utilizes miniprot, a rapid protein-to-genome aligner, in combination with AUGUSTUS to predict genes with high accuracy. Accuracy results indicate that GALBA is particularly strong in the annotation of large vertebrate genomes. We also present use cases in insects, vertebrates, and a land plant. GALBA is fully open source and available as a docker image for easy execution with Singularity in high-performance computing environments. Our pipeline addresses the critical need for accurate gene annotation in newly sequenced genomes, and we believe that GALBA will greatly facilitate genome annotation for diverse organisms.","BioMed Central","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE; US National Institute of Health (NIH); German Research Foundation (DFG)","","United States","2023-08-31T04:00:00Z","English","Journal Article","","Journal Name: BMC Bioinformatics; Journal Volume: 24; Journal Issue: 1","","Medium: ED; Size: Article No. 327","","","AC02-05CH11231; GM128145; 277249973; R01HG010040; 391397397","Journal ID: ISSN 1471-2105; PII: 5449","10.1186/s12859-023-05449-z","","2025-04-07T04:00:00Z","2470966","https://www.osti.gov/biblio/2470966","https://www.osti.gov/servlets/purl/2470966","BMC Bioinformatics","1","24"
"Effects of Perfluorinated Alkyl Substances (PFAS) on Amphibian Body and Liver Conditions: Is Lipid Metabolism Being Perturbed throughout Metamorphosis?","Bushong, Anna (ORCID:0000000249630578); Sepúlveda, Maria; Scherer, Meredith (ORCID:0000000297857363); Valachovic, Abigail C. (ORCID:0009000585409642); Neill, C. Melman (ORCID:0000000234927424); Horn, Sophia; Choi, Youn; Lee, Linda S.; Baloni, Priyanka (ORCID:0000000233824941); Hoskins, Tyler","","<p>Per- and polyfluoroalkyl substances (PFAS) may interact with peroxisome proliferator activated receptors (PPARs) and alter lipid homeostasis. Using Xenopus laevis, we investigated the effect of PFAS on (a) lipid homeostasis and whether this correlated to changes in body and hepatic condition; (b) the expression of hepatic genes regulated by PPAR; and (c) the hepatic lipidome. We chronically exposed tadpoles to 0.5 µg/L of either PFOS, PFHxS, PFOA, PFHxA, a binary mixture of PFOS and PFHxS (0.5 µg/L of each), or a control, from NF stage 52 through metamorphic climax. Growth, development, and survival were not affected, but we detected a sex-specific decrease in body condition at NF 66 (6.8%) and in hepatic condition (16.6%) across metamorphic climax for male tadpoles exposed to PFOS. We observed weak evidence for the transient downregulation of apolipoprotein-V (apoa5) at NF 62 in tadpoles exposed to PFHxA. Acyl-CoA oxidase 1 (acox1) was downregulated only in males exposed to PFHxS (Ln(Fold Change) = −0.54). We detected PFAS-specific downregulation of structural glycerophospholipids, while semi-quantitative profiling detected the upregulation in numerous glycerophospholipids, sphingomyelins, and diglycerides. Overall, our findings indicate that PFAS can induce sex-specific effects that change across larval development and metamorphosis. We demonstrate that PFAS alter lipid metabolism at environmentally relevant concentrations through divergent mechanisms that may not be related to PPARs, with an absence of effects on body condition, demonstrating the need for more molecular studies to elucidate mechanisms of PFAS-induced lipid dysregulation in amphibians and in other taxa.</p>","MDPI AG","","","USDOE Office of Environmental Management (EM)","","Switzerland","2024-10-10T04:00:00Z","English","Journal Article","","Journal Name: Toxics Journal Volume: 12 Journal Issue: 10","","Medium: X; Size: Article No. 732","","","EM0005228","Journal ID: ISSN 2305-6304; TOXIC8; PII: toxics12100732","10.3390/toxics12100732","","2025-01-21T05:00:00Z","2503533","https://www.osti.gov/biblio/2503533","","Toxics","10","12"
"Recruitment of Polo-like kinase couples synapsis to meiotic progression via inactivation of CHK-2","Zhang, Liangyu; Stauffer, Weston T.; Wang, John S.; Wu, Fan; Yu, Zhouliang; Liu, Chenshu; Kim, Hyung Jun; Dernburg, Abby F.","59 BASIC BIOLOGICAL SCIENCES; Life Sciences & Biomedicine","Meiotic chromosome segregation relies on synapsis and crossover (CO) recombination between homologous chromosomes. These processes require multiple steps that are coordinated by the meiotic cell cycle and monitored by surveillance mechanisms. In diverse species, failures in chromosome synapsis can trigger a cell cycle delay and/or lead to apoptosis. How this key step in ‘homolog engagement’ is sensed and transduced by meiotic cells is unknown. Here we report that in <em>C. elegans</em>, recruitment of the Polo-like kinase PLK-2 to the synaptonemal complex triggers phosphorylation and inactivation of CHK-2, an early meiotic kinase required for pairing, synapsis, and double-strand break (DSB) induction. Inactivation of CHK-2 terminates DSB formation and enables CO designation and cell cycle progression. These findings illuminate how meiotic cells ensure CO formation and accurate chromosome segregation.","eLife Sciences Publications, Ltd.","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE","","United States","2023-01-26T05:00:00Z","English","Journal Article","","Journal Name: eLife; Journal Volume: 12","","Medium: ED; Size: Article No. e84492","","","AC02-05CH11231","Journal ID: ISSN 2050-084X","10.7554/elife.84492","","2025-03-27T04:00:00Z","2470671","https://www.osti.gov/biblio/2470671","https://www.osti.gov/servlets/purl/2470671","eLife","","12"
"A compendium of human gene functions derived from evolutionary modelling","Feuermann, Marc (ORCID:0000000241872863); Mi, Huaiyu; Gaudet, Pascale (ORCID:0000000318136857); Muruganujan, Anushya (ORCID:0000000171695864); Lewis, Suzanna E. (ORCID:000000028343612X); Ebert, Dustin (ORCID:0000000266590416); Mushayahama, Tremayne; Aleksander, Suzanne A. (ORCID:0000000167872901); Balhoff, James (ORCID:0000000286886599); Carbon, Seth (ORCID:0000000182441536); Cherry, J. Michael (ORCID:0000000191635180); Drabkin, Harold J. (ORCID:0000000326895511); Harris, Nomi L. (ORCID:0000000163153707); Hill, David P. (ORCID:0000000174766306); Lee, Raymond (ORCID:0000000281517479); Logie, Colin (ORCID:0000000285346582); Moxon, Sierra (ORCID:0000000287197760); Mungall, Christopher J. (ORCID:0000000266012165); Sternberg, Paul W. (ORCID:0000000276990173); Van Auken, Kimberly; Ramsey, Jolene (ORCID:0000000237745896); Siegele, Deborah A. (ORCID:0000000189350696); Chisholm, Rex L. (ORCID:0000000256383990); Fey, Petra (ORCID:0000000245322703); Giglio, Michelle (ORCID:0000000176285565); Nadendla, Suvarna (ORCID:000000033643281X); Antonazzo, Giulia (ORCID:0000000300865621); Attrill, Helen (ORCID:0000000332126364); Brown, Nicholas H. (ORCID:0000000289587017); Garapati, Phani V. (ORCID:0000000309412207); Marygold, Steven (ORCID:000000032759266X); Ahmed, Saadullah H.; Asanitthong, Praoparn (ORCID:0000000262867959); Buitrago, Diana Luna (ORCID:0000000320107174); Erdol, Meltem N. (ORCID:0000000265745519); Gage, Matthew C. (ORCID:0000000266686573); Huang, Siyao; Kadhum, Mohamed Ali; Li, Kan Chloe (ORCID:0000000177372118); Long, Miao; Michalak, Aleksandra; Pesala, Angeline (ORCID:0000000246392295); Pritazahra, Armalya (ORCID:0009000417378250); Saverimuttu, Shirin C. (ORCID:0000000311912681); Su, Renzhi (ORCID:0000000268195356); Xu, Qianhan; Lovering, Ruth C. (ORCID:0000000297910064); Blake, Judith (ORCID:000000018522334X); Christie, Karen (ORCID:000000015501853X); Corbani, Lori (ORCID:000000022366557X); Dolan, Mary E. (ORCID:0000000177323295); Ni, Li (ORCID:0000000297967693); Sitnikov, Dmitry (ORCID:0000000333949805); Smith, Cynthia (ORCID:0000000336910324); Lera-Ramirez, Manuel (ORCID:0000000286669746); Rutherford, Kim (ORCID:000000016277726X); Wood, Valerie (ORCID:0000000163307526); D’Eustachio, Peter (ORCID:000000025494626X); Demos, Wendy M. (ORCID:000000028037076X); De Pons, Jeffrey L.; Dwinell, Melinda R. (ORCID:0000000295283618); Hayman, G. Thomas (ORCID:0000000295537227); Kaldunski, Mary L. (ORCID:0000000336456803); Kwitek, Anne E. (ORCID:0000000310244116); Laulederkind, Stanley F. (ORCID:0000000153564174); Smith, Jennifer R. (ORCID:0000000264439376); Tutaj, Marek A. (ORCID:000000021025101X); Vedi, Mahima (ORCID:0000000153616739); Wang, Shur-Jen (ORCID:0000000152568683); Engel, Stacia R. (ORCID:000000015472917X); Karra, Kalpana (ORCID:0000000268162458); Miyasato, Stuart R. (ORCID:0000000152508920); Nash, Robert S. (ORCID:0000000237267441); Skrzypek, Marek S. (ORCID:000000016749615X); Weng, Shuai (ORCID:0000000342330772); Wong, Edith D. (ORCID:0000000197995523); Achsel, Tilmann (ORCID:0000000211904481); Andres-Alonso, Maria (ORCID:000000021585539X); Bagni, Claudia (ORCID:000000024419210X); Bayés, Àlex (ORCID:0000000252656306); Biederer, Thomas (ORCID:0000000309121514); Brose, Nils (ORCID:0000000309388534); Chua, John En (ORCID:0000000256151014); Coba, Marcelo P. (ORCID:0000000170756338); Cornelisse, L. Niels (ORCID:0000000194252935); de Juan-Sanz, Jaime (ORCID:0000000212125623); Goldschmidt, Hana L. (ORCID:000000025676366X); Gundelfinger, Eckart D. (ORCID:0000000193777414); Huganir, Richard L. (ORCID:0000000197835183); Imig, Cordelia (ORCID:0000000173518706); Jahn, Reinhard (ORCID:0000000315423498); Jung, Hwajin (ORCID:0000000161949648); Kaeser, Pascal S. (ORCID:0000000215581958); Kim, Eunjoon (ORCID:0000000155186584); Koopmans, Frank (ORCID:0000000249735732); Kreutz, Michael R. (ORCID:0000000305756950); Lipstein, Noa (ORCID:0000000207555899); MacGillavry, Harold D. (ORCID:0000000261533586); McPherson, Peter S. (ORCID:0000000178065662); O’Connor, Vincent (ORCID:0000000331855709); Pielot, Rainer (ORCID:0000000296813318); Ryan, Timothy A. (ORCID:000000016025801X); Sala, Carlo (ORCID:0000000306629523); Sheng, Morgan (ORCID:0000000287035366); Smalla, Karl-Heinz (ORCID:0000000202690311); Smit, A. B. (ORCID:0000000222861587); Toonen, Ruud F. (ORCID:0000000299004233); van Weering, Jan T. (ORCID:0000000152594945); Verhage, Matthijs (ORCID:0000000260857503); Verpelli, Chiara (ORCID:0000000329499725); Bakker, Erika (ORCID:0000000179333817); Berardini, Tanya Z. (ORCID:0000000238378864); Reiser, Leonore (ORCID:0000000300730858); Auchincloss, Andrea (ORCID:0000000252975390); Axelsen, Kristian (ORCID:0000000338892879); Argoud-Puy, Ghislaine (ORCID:0000000229798613); Blatter, Marie-Claude (ORCID:0000000274741499); Boutet, Emmanuel (ORCID:0000000237434203); Breuza, Lionel (ORCID:0000000280758625); Bridge, Alan (ORCID:0000000321489135); Casals-Casas, Cristina (ORCID:000000018769177X); Coudert, Elisabeth (ORCID:000000018314404X); Estreicher, Anne (ORCID:0000000168282508); Famiglietti, Maria Livia (ORCID:0000000252836593); Gos, Arnaud (ORCID:0000000250181378); Gruaz-Gumowski, Nadine (ORCID:0000000246994907); Hulo, Chantal (ORCID:0000000181767999); Hyka-Nouspikel, Nevila (ORCID:000000017855209X); Jungo, Florence (ORCID:0000000274568390); Le Mercier, Philippe (ORCID:000000018528090X); Lieberherr, Damien (ORCID:0000000297241710); Masson, Patrick (ORCID:0000000176460052); Morgat, Anne (ORCID:0000000212162969); Pedruzzi, Ivo (ORCID:0000000185617170); Pourcel, Lucille (ORCID:0000000315229900); Poux, Sylvain (ORCID:0000000172996685); Rivoire, Catherine (ORCID:0000000259798382); Sundaram, Shyamala (ORCID:000000034209460X); Bowler-Barnett, Emily (ORCID:0000000347857231); Bye-A-Jee, Hema (ORCID:0000000324647688); Denny, Paul (ORCID:0000000346596893); Ignatchenko, Alexandr (ORCID:000000026083941X); Ishtiaq, Rizwan (ORCID:0000000180417321); Lock, Antonia (ORCID:0000000311795999); Lussi, Yvonne (ORCID:0000000257530235); Magrane, Michele (ORCID:000000033544996X); Martin, Maria J. (ORCID:0000000154542815); Orchard, Sandra (ORCID:0000000288783972); Raposo, Pedro (ORCID:0000000161499456); Speretta, Elena (ORCID:0000000315067438); Tyagi, Nidhi (ORCID:0000000220659051); Warner, Kate (ORCID:000000018705181X); Zaru, Rossana (ORCID:0000000233584423); Chan, Juancarlos (ORCID:0000000272598107); Diamantakis, Stavros (ORCID:0000000202733406); Raciti, Daniela (ORCID:0000000249455837); Fisher, Malcolm (ORCID:0000000310748103); James-Zorn, Christina (ORCID:0000000154954588); Ponferrada, Virgilio (ORCID:0000000285907183); Zorn, Aaron (ORCID:0000000332173590); Ramachandran, Sridhar (ORCID:0000000222463722); Ruzicka, Leyla (ORCID:000000021009339X); Westerfield, Monte (ORCID:0000000311877839); Thomas, Paul D. (ORCID:0000000290743507)","","A comprehensive, computable representation of the functional repertoire of all macromolecules encoded within the human genome is a foundational resource for biology and biomedical research. The Gene Ontology Consortium has been working towards this goal by generating a structured body of information about gene functions, which now includes experimental findings reported in more than 175,000 publications for human genes and genes in experimentally tractable model organisms<sup>1,2</sup>. Here, we describe the results of a large, international effort to integrate all of these findings to create a representation of human gene functions that is as complete and accurate as possible. Specifically, we apply an expert-curated, explicit evolutionary modelling approach to all human protein-coding genes. This approach integrates available experimental information across families of related genes into models that reconstruct the gain and loss of functional characteristics over evolutionary time. The models and the resulting set of 68,667 integrated gene functions cover approximately 82% of human protein-coding genes. The functional repertoire reveals a marked preponderance of molecular regulatory functions, and the models provide insights into the evolutionary origins of human gene functions. We show that our set of descriptions of functions can improve the widely used genomic technique of Gene Ontology enrichment analysis. The experimental evidence for each functional characteristic is recorded, thereby enabling the scientific community to help review and improve the resource, which we have made publicly available.","Nature Publishing Group","","Lawrence Berkeley National Laboratory (LBNL), Berkeley, CA (United States)","USDOE Office of Science (SC), Biological and Environmental Research (BER). Biological Systems Science (BSS)","Gene Oncology Consortium","United States","2025-02-26T05:00:00Z","English","Journal Article","","Journal Name: Nature (London); Journal Volume: 640; Journal Issue: 8057","","Medium: ED; Size: p. 146-154","","","AC02-05CH11231","Journal ID: ISSN 0028-0836; ark:/13030/qt2c40w6hv","10.1038/s41586-025-08592-0","","2025-04-21T04:00:00Z","2558053","https://www.osti.gov/biblio/2558053","https://www.osti.gov/servlets/purl/2558053","Nature (London)","8057","640"
