Gene	Synonyms
FBgn0037454	CG1137
FBgn0053340	CG33340
FBgn0038568	CG14315
FBgn0015770	MstProx
FBgn0264789	CR44019
FBgn0038507	CG5863
FBgn0266717	Bruce
FBgn0004173	Mst84Db
FBgn0039227	polybromo
FBgn0261817	CG42759
FBti0019304	Rt1b
FBgn0266706	CR45196
FBgn0038446	CG14903
FBti0019410	BS
FBgn0265316	CR44289
FBgn0266234	CR44929
FBti0062140	invader4
FBgn0039683	dmrt99B
FBgn0039596	CG10000
FBgn0039463	Spag1
FBgn0005696	PolA2
FBgn0037849	CG4596
FBgn0000071	Ama
FBgn0038526	CG14327
FBgn0010258	Rbp4
FBgn0038880	SIFaR
FBti0062242	BS
FBgn0011474	Set8
FBgn0264905	CR44096
FBgn0265043	CR44160
FBgn0065080	Me18S-A1374
FBgn0053784	CG33784
FBgn0039760	CG9682
FBgn0038386	CG5478
FBgn0004117	Tm2
FBgn0038887	CG7907
FBgn0037356	CG12170
FBgn0002862	Mst87F
FBgn0054027	CG34027
FBgn0265200	CR44260
FBgn0038827	Fancd2
FBgn0054034	CG34034
FBgn0051225	Ir94f
FBgn0039807	CG15546
FBgn0051251	CG31251
FBgn0263404	CG43450
FBgn0265169	CR44238
FBgn0037781	Fancl
FBgn0051122	CG31122
FBgn0001215	Hrb98DE
FBgn0037647	RagA-B
FBgn0037578	PNKP
FBgn0250846	glob2
FBgn0039428	CG14237
FBgn0037339	Pi4KIIalpha
FBgn0038172	Adgf-D
FBgn0286034	CR46354
FBgn0051183	CG31183
FBgn0051580	Ala-AGC-2-8
FBgn0260642	Antp
FBti0019296	F
FBgn0038003	CG3916
FBti0059753	Dm88
FBgn0051106	CG31106
FBgn0039582	Or98b
FBgn0045035	tefu
FBgn0039214	puf
FBgn0037427	Osi17
FBgn0038286	CG6966
FBgn0038821	CG17267
FBgn0086664	Psi28S-2149
FBgn0038016	MBD-R2
FBgn0039759	CG9733
FBgn0039689	CIA30
FBgn0263498	CR43487
FBgn0053109	CG33109
FBgn0054024	CR34024
FBgn0267767	CR46098
FBgn0011281	Obp83a
FBgn0085327	CG34298
FBgn0014949	btn
FBgn0014029	Septin2
FBgn0040080	pins
FBgn0037664	CG8420
FBgn0037895	bumpel
FBgn0038304	CG12241
FBgn0051495	CG31495
FBgn0038166	CG9588
FBgn0004172	Mst84Da
FBgn0259731	tal-2A
FBgn0000247	ca
FBgn0039402	Vps2
FBgn0085438	CG34409
FBgn0083967	Muted
FBgn0051480	Thr-CGT-1-1
FBgn0038416	CG17930
FBgn0038790	MtnC
FBgn0051145	CG31145
FBgn0262010	CG42828
FBti0215292	Doc3
FBgn0038621	CG10864
FBgn0265082	Cdep
FBti0019458	roo
FBgn0037490	CG10053
FBgn0015577	alpha-Est9
FBgn0037536	CG2698
FBgn0267144	CR45584
FBti0062079	INE-1
FBgn0002838	ms(3)K81
FBgn0037934	CG6830
FBgn0038223	Afti
FBgn0037702	CG8176
FBgn0038725	CG6184
FBgn0039371	CG4960
FBgn0085312	CG34283
FBgn0286915	CR46415
FBgn0038681	Cyp12a4
FBgn0051144	CR31144
FBti0062489	INE-1
FBgn0039065	Rad60
FBti0063778	INE-1
FBgn0263768	CR43685
FBgn0013813	Dhc98D
RR48326_transposable_element	opus; RR48326
FBgn0039087	Ugt303B2
FBgn0039645	CG11898
FBti0019403	blood
FBgn0038753	CG4459
FBgn0287844	Dhc1
FBti0148146	Y
FBgn0051459	CG31459
FBgn0028646	aralar1
FBgn0039346	CG5079
FBgn0004049	yrt
FBgn0037843	CG4511
FBgn0000557	eEF1alpha2
FBgn0037742	Rpt3R
FBgn0028436	ECSIT
FBgn0024558	Dph5
FBgn0026598	Apc2
FBgn0265378	CR44319
FBgn0263398	Uck
FBgn0260935	Vps15
FBti0019306	pogo
FBti0019467	diver
FBgn0267120	CR45560
FBti0019425	flea
FBgn0003129	Poxm
FBgn0067782	att-ORFB
FBgn0039554	CG5003
FBgn0000094	Anp
FBti0020295	HB
FBgn0053294	CR33294
FBgn0037431	CG17917
FBgn0037873	SdhC
FBgn0010041	GstD5
FBgn0037555	Ada2b
FBgn0262582	cic
FBgn0064126	CG33722
FBti0062095	INE-1
FBgn0037416	Osi9
FBgn0038989	CG6937
FBti0063780	FB
FBgn0039290	CG13654
FBti0061580	INE-1
FBgn0037921	Zaf1
FBgn0261814	CR42756
FBgn0004897	fd96Ca
FBti0061821	Tc3
FBgn0065105	157
FBgn0038448	CG12783
FBgn0039511	CG3330
FBgn0039568	CG4815
FBgn0051032	CR31032
FBgn0038532	CG14322
FBgn0038163	CG10841
FBti0019446	I
FBti0062456	INE-1
FBgn0039091	CG10182
FBgn0042205	CG18764
FBgn0038706	CG3517
FBgn0051104	CG31104
FBgn0028396	TotA
FBgn0260234	Xport-B
FBti0215319	invader2
FBti0020329	G5
FBgn0015589	Apc
FBgn0039378	alpha4GT2
FBgn0039294	Cad96Cb
FBgn0025680	cry
FBgn0039773	CG2224
FBgn0037389	CR10991
FBgn0038926	CG13409
FBgn0051198	CG31198
FBgn0265038	CR44155
FBgn0039656	CG11951
FBgn0004395	unk
FBgn0038465	Irc
FBgn0051139	CG31139
FBgn0038973	Pebp1
FBti0019441	Tirant
FBgn0039069	CG6763
FBgn0262382	mir-1010
FBgn0039782	CG15539
FBgn0011959	Arg-ACG-1-10
FBgn0039113	udt
FBgn0038068	CG11600
FBgn0038207	CG14356
FBti0063919	X
FBgn0052939	CG32939
FBgn0039043	CG17121
FBti0059826	INE-1
FBgn0039757	RpS7
FBgn0038279	Sdr
FBgn0039629	CG11842
FBgn0027563	CG9631
FBgn0011669	Mst57Db
FBgn0289108	Archease
FBgn0038487	TwdlW
FBgn0262005	CG42823
FBgn0267192	CR45632
FBgn0026563	CG1979
FBgn0000477	DNaseII
FBgn0039055	Rassf
FBgn0017581	Lk6
FBgn0266175	pre-mod(mdg4)-P
FBgn0038525	CG14329
FBgn0267376	SelR
FBgn0051354	Hsp70Bbb
FBgn0037561	CG9630
FBgn0051167	Ser-GCT-1-1
FBgn0037379	CG10979
FBti0061795	Cr1a
FBti0019358	BS
FBgn0000032	Acph-1
FBti0062535	INE-1
FBgn0264987	CR44138
FBgn0037763	CG16904
FBgn0027785	NP15.6
FBgn0085337	CG34308
FBgn0002906	Blm
FBgn0037360	CG2182
FBgn0051453	pch2
FBgn0267690	CG46026
FBgn0039712	CG15514
FBgn0052865	CR32865
FBgn0040687	CG14645
FBgn0039431	plum
FBgn0037941	CG12594
FBgn0039010	CG4907
FBgn0266254	CR44949
FBgn0022787	Hel89B
FBgn0037240	Cont
FBgn0264788	CR44018
FBgn0265314	CR44287
FBgn0085316	CG34287
FBgn0053783	CG33783
FBti0062613	Tc1-2
FBgn0264833	CR44041
FBgn0041588	eIF2D
FBgn0270928	VAChT
FBgn0039659	CG14506
FBgn0285937	Rab1
FBgn0039027	CG7031
FBgn0039112	SdhD
FBgn0004175	Mst84Dd
FBgn0263451	CR43474
RR48343_transposable_element	invader3; RR48343
FBgn0267577	CR45917
FBgn0040208	Kat60
FBgn0267143	CR45583
FBgn0038934	Gld2
FBgn0046689	Takl1
FBgn0261290	CheA84a
FBgn0037782	Npc2d
FBgn0263409	CR43455
FBti0019398	F
FBgn0266235	CR44930
RR45929_transposable_element	S; RR45929
FBgn0266195	Tgs1
FBgn0010750	atms
FBgn0267811	CR46136
FBgn0038168	omd
FBgn0261262	CG42613
FBgn0039008	CG6972
FBgn0028997	nmdyn-D7
FBgn0037572	CG11698
FBgn0051323	CG31323
FBgn0267129	CR45569
FBgn0002921	Atpalpha
FBti0061529	BS
FBgn0038302	CG4210
FBgn0037827	CG4073
FBti0059899	INE-1
FBgn0038247	Cad88C
FBgn0038585	Non3
FBgn0014135	bnl
FBgn0267694	CR46030
FBgn0038727	CG7432
FBti0060339	Tc1-2
FBgn0037620	ranshi
FBgn0012011	Val-AAC-1-1
FBgn0038598	CG7131
FBti0062145	invader4
FBti0019470	Doc
FBti0062887	INE-1
FBgn0037241	CG14646
FBgn0051007	CG31007
FBgn0051300	CG31300
FBgn0262473	Tl
FBgn0022349	CG1910
FBgn0012026	Tyr-GTA-1-6
FBti0019389	F
FBgn0038404	CG8925
FBgn0261046	Dscam3
FBgn0038877	CG3308
FBgn0003867	tsl
FBgn0262331	mir-999
FBgn0053536	Leu-TAA-2-1
FBgn0013949	Elal
FBgn0038816	Lrrk
FBgn0037242	CG9855
FBgn0039840	pHCl-2
FBgn0000283	Cp190
FBti0019374	roo
FBgn0051036	CG31036
FBgn0026562	SPARC
FBgn0263554	mir-4952
FBgn0259975	Sfp87B
FBgn0037686	RpL34b
FBgn0002542	lds
FBti0019395	H
FBgn0038196	CG9922
FBgn0024273	WASp
FBgn0051125	CG31125
FBti0019347	mdg1
FBgn0039022	Nepl13
FBgn0039079	Ir94g
FBgn0027090	GlnRS
FBgn0038491	CG5292
FBgn0039107	CG10300
FBgn0260231	CG42505
FBgn0267153	CR45593
FBgn0023495	Lip3
FBgn0022943	Cbp20
FBgn0038879	CG17298
FBti0019439	roo
FBgn0038506	CG5860
FBgn0039777	Jon99Fii
FBgn0037611	CG11755
FBgn0039386	Sodq
FBgn0287601	CR46470
FBti0215313	hopper
FBgn0087013	Karybeta3
FBgn0039301	Nup37
FBgn0021776	mira
FBgn0259730	tal-1A
FBgn0038806	CG5412
FBgn0038760	MED25
FBgn0038715	CG7333
FBgn0085454	CG34425
FBgn0037481	MAGE
FBgn0000576	ems
FBgn0039505	CG5934
FBgn0015795	Rab7
FBgn0266372	CR45016
FBgn0039385	CG5913
FBgn0037429	Osi19
FBgn0001077	ftz
FBgn0038787	CG4360
FBti0063080	gypsy12
FBgn0029155	Men-b
FBgn0004781	Ccp84Ac
FBgn0065094	419
FBgn0051538	CG31538
FBgn0267111	CR45551
FBti0019344	Rt1a
FBgn0000277	CecA2
FBti0215293	Doc4
FBti0062465	INE-1
FBgn0038818	Nep4
FBgn0038789	Ir92a
FBgn0083047	Psi18S-1377e
FBgn0038240	CG14851
FBgn0038432	CG14883
FBti0019359	S
FBgn0051128	CG31128
FBgn0286926	CR46423
FBgn0039650	Mesh1
FBgn0038597	CG8064
FBgn0039668	Trc8
FBgn0038069	CG11608
FBti0019300	HMS-Beagle
FBgn0039424	ppk15
FBgn0039816	CG11317
FBgn0024912	agt
FBgn0037386	CG1208
FBgn0014861	Mcm2
FBgn0039129	RpS19b
FBgn0028374	Hug
FBgn0002645	Map205
FBgn0051158	Efa6
FBgn0005659	Ets98B
FBgn0087005	rtp
FBgn0002626	RpL32
FBgn0087012	5-HT2A
FBgn0002735	E(spl)mgamma-HLH
FBgn0266242	CR44937
FBgn0051439	Muc96D
FBgn0000014	abd-A
FBgn0020907	Scp2
FBgn0038619	CG7685
FBgn0051287	CG31287
FBgn0037543	CG10903
FBgn0039749	CG11498
FBgn0261839	pre-mod(mdg4)-Y
FBgn0053193	sav
FBti0061896	INE-1
FBgn0037624	Nasp
FBgn0250755	CG42233
FBgn0043012	AP-2sigma
FBgn0051070	Gln-TTG-1-3
FBgn0267671	CR46007
FBgn0263620	CR43629
FBgn0051115	CG31115
FBgn0267687	CR46023
FBgn0260759	CG42557
FBgn0263484	Pi4KIIalpha-a
FBgn0266734	CG45207
FBti0063269	INE-1
FBgn0085461	CG34432
FBgn0042207	CG18530
FBgn0041707	7B2
FBgn0014018	Rel
FBgn0267210	CR45650
FBgn0082960	Psi28S-3405a
FBgn0039476	CG6271
FBgn0261702	CR42738
FBgn0001296	kar
FBgn0283439	CG46281
FBgn0267756	CR46087
FBgn0038106	CG7488
FBgn0002863	Acp95EF
FBti0062057	INE-1
FBgn0266719	stac
FBgn0264827	CR44035
FBgn0038213	CG9624
FBgn0039864	CG11550
FBgn0264775	CG44013
FBgn0010403	Obp83b
FBgn0028708	Mst85C
FBgn0037304	CG1113
FBgn0038268	CG3631
FBti0019452	S
FBgn0263401	CG43447
FBgn0011960	Arg-ACG-1-9
FBti0063802	INE-1
FBgn0015575	alpha-Est7
FBgn0267551	CR45891
FBgn0051577	Ala-AGC-1-1
FBgn0039838	CAH6
FBgn0262869	Gfrl
FBgn0288835	MSAmiP
RR48318_transposable_element	F; RR48318
FBgn0051231	CG31231
FBgn0266579	tau
FBgn0267805	CR46130
FBgn0002592	E(spl)m2-BFM
FBgn0026064	KP78a
FBgn0259823	CG42404
FBgn0051591	Val-AAC-1-2
FBgn0266172	pre-mod(mdg4)-E
FBgn0267127	CR45567
FBgn0038610	CG7675
FBgn0053189	CG33189
FBgn0045843	RacGAP84C
FBgn0014869	Pglym78
FBgn0038542	TyrR
FBgn0002932	neur
FBgn0267760	CR46091
FBgn0288728	PS4
FBgn0039436	TwdlB
FBti0019308	pogo
FBgn0038369	Arpc3A
FBti0019305	Burdock
FBgn0286918	CR46418
FBgn0022981	rpk
FBgn0039702	Vps16B
FBgn0039611	Nepl18
FBgn0037829	CG14691
FBgn0038294	Mf
FBgn0265196	CR44256
FBgn0039682	Obp99c
FBgn0051249	CG31249
FBgn0037248	srl
FBgn0266171	pre-mod(mdg4)-AB
FBgn0264899	CG44090
FBgn0037324	Orco
FBgn0039642	CG11882
FBgn0263544	mir-4949
FBgn0038983	CG5326
FBti0059717	invader1
FBgn0037920	CG14710
FBgn0067628	CG33331
FBgn0038299	Spn88Eb
FBgn0267799	CR46124
FBgn0266389	CR45029
FBgn0038873	CG5892
FBgn0267205	CR45645
FBgn0266259	CG44954
FBgn0038020	GstD9
FBgn0038984	AdipoR
FBgn0039829	CG15561
FBgn0038355	CG4520
FBgn0260645	CG42537
FBgn0039154	Npc2f
FBgn0027930	MP1
FBgn0051015	PH4alphaPV
FBgn0000280	Cec-Psi1
FBgn0262983	CG43291
FBgn0262873	Diedel2
FBgn0260005	wtrw
FBgn0267720	CR46053
FBgn0267918	CR46199
FBgn0003169	put
FBti0062189	invader4
FBgn0266239	CR44934
FBgn0037456	CG1138
FBgn0039636	Atg14
FBgn0266282	SMC6
FBti0019362	S
FBgn0288846	unc-45
FBgn0262540	CG43094
FBgn0267159	CR45599
FBgn0039557	CG12259
FBgn0051050	CG31050
FBgn0067629	CG33332
FBti0062165	invader4
FBgn0037960	mthl5
FBgn0038676	CG6026
FBgn0267790	rump
FBgn0037754	CG8500
FBgn0038001	CG17404
FBgn0039020	CG17141
FBgn0038809	CG16953
FBgn0037422	Osi13
FBgn0051550	CG31550
FBgn0011904	Lys-TTT-2-4
FBgn0025825	HDAC3
FBgn0038666	Smu1
FBgn0038391	GATAe
FBgn0288809	7SKb
FBgn0028692	Rpn2
FBgn0267570	CR45910
FBgn0039178	CG6356
FBgn0038018	Tim17a1
FBti0063224	INE-1
FBgn0267118	CR45558
FBgn0038363	Acyp2
FBgn0039291	Saysd1
FBgn0039052	CG6733
FBgn0037612	CG8112
FBgn0040607	CG14244
FBgn0002962	nanos
FBgn0262982	CG43290
FBgn0039157	Myo95E
FBti0020392	FB
FBgn0038494	beat-IIb
FBgn0016685	Nlp
FBgn0039821	Ktch
FBgn0039160	CG5510
FBgn0039304	Kdsr
FBgn0263405	CR43451
FBgn0051333	Thr-CGT-1-3
FBgn0039083	CG10177
FBgn0000150	awd
FBgn0037906	PGRP-LB
FBgn0039025	Usp12-46
FBti0019411	opus
FBgn0037955	Kyat
FBgn0038073	CG14395
FBgn0259244	CG42342
FBti0061735	INE-1
FBgn0038098	CG7381
FBgn0037712	CG16789
FBgn0287589	CG46459
FBgn0264791	CR44021
FBgn0250820	meigo
FBgn0038143	CG9813
FBgn0037648	CG11975
FBgn0004554	Edg91
FBgn0267116	CR45556
FBgn0039406	RpL34a
FBgn0040684	CG12589
FBgn0037751	topi
FBgn0037718	P58IPK
FBgn0265042	Irk1
FBgn0260744	Tango9
FBgn0265998	Doa
FBgn0264491	how
FBgn0038256	CG7530
FBgn0011944	Pro-TGG-1-1
FBgn0013277	Hsp70Ba
FBgn0038431	CG10405
FBgn0039183	Dis3
FBgn0266581	pit
FBgn0082978	Psi28S-3091b
FBgn0011668	Mst57Da
FBgn0085330	CG34301
FBgn0051575	Ala-AGC-2-9
FBgn0267339	p38c
FBgn0037402	Vha14-2
FBgn0037646	CAHbeta
FBgn0038805	TFAM
FBgn0037993	dpr15
FBgn0011725	twin
FBgn0263406	CR43452
FBgn0038471	Trm7-32
FBgn0039854	CG1635
FBgn0085311	CG34282
FBgn0051072	Lerp
FBgn0037713	CG16790
FBgn0039088	CG10164
FBgn0039182	Rrp5
FBgn0038839	Ktl
FBgn0020510	Abi
FBti0020330	Dm88
FBgn0039331	ND-49L
FBti0019376	jockey
FBgn0004054	zen2
FBgn0038428	Ttc1
FBgn0051438	CheB93b
FBgn0261452	MeU2-G25
FBti0019377	Doc
FBgn0267145	CR45585
FBgn0038641	ChT
FBgn0053213	Boh1
FBgn0039427	CG5447
FBgn0038463	CG3534
FBgn0085412	kmr
FBgn0038473	Ns1
FBgn0037670	Ibf1
FBti0061924	INE-1
FBgn0039269	veli
FBgn0039797	eIF4H2
FBgn0037440	CRAT
FBgn0037913	fabp
FBgn0051445	CG31445
FBgn0267652	pre-mod(mdg4)-N
FBgn0051404	CG31404
FBgn0287225	bor
FBgn0010438	mtSSB
FBgn0039048	CG17111
FBgn0267709	CG46042
FBti0062428	X
FBgn0039246	CG10845
FBgn0040279	Osi14
FBgn0085431	Sol1
FBgn0038701	CG18493
FBgn0038828	CG17270
FBti0063367	INE-1
FBgn0083039	Psi18S-301
FBgn0038005	Cyp313a5
FBgn0039686	CG15506
FBgn0039744	Rpp14b
FBgn0039328	CHKov2
FBgn0085318	CG34289
FBgn0040077	primo-1
FBgn0037876	CG4820
FBgn0039454	CG14247
FBgn0037255	Fip1
FBgn0037710	CG9393
FBgn0041186	Slbp
FBgn0053093	CG33093
FBgn0085306	CG34277
FBgn0039669	ND-20L
FBgn0040600	CG13631
FBgn0039664	CG2006
FBgn0267124	CR45564
FBgn0003511	Sry-beta
FBgn0038630	Tssk
FBgn0011766	E2f1
FBgn0051040	Cog7
FBgn0085317	CG34288
FBgn0038149	GILT1
FBgn0287463	CR46452
FBgn0037818	CG6465
FBgn0037810	sle
FBgn0051013	CG31013
FBgn0003495	spz
FBgn0038746	Surf6
FBgn0011768	Fdh
FBgn0004369	Ptp99A
FBgn0039356	CG5039
FBgn0051324	Cipc
FBgn0003651	svp
FBgn0037723	SpdS
FBgn0037486	CG14605
FBgn0263018	U4atac
FBgn0051088	CG31088
FBti0020309	Stalker4
RR48347_transposable_element	copia; RR48347
FBgn0038508	CG5866
FBti0020308	G4
FBgn0037410	Osi2
FBgn0014863	Mlp84B
FBgn0267814	CR46139
FBgn0264916	CR44107
FBgn0016120	ATPsynD
FBgn0015011	AhcyL2
FBgn0086355	Tpi
FBgn0039128	CG13599
FBgn0001234	Hsromega
FBti0019291	transib3
FBgn0017567	ND-23
FBti0062420	Bari2
FBgn0039266	CG11791
FBgn0266701	CR45191
FBgn0024555	flfl
FBgn0039101	CG16710
FBgn0011961	Arg-ACG-1-8
FBgn0051002	Ugt35D1
FBgn0261789	SmD2
FBgn0027655	htt
FBgn0286879	CR46401
FBgn0086663	Psi18S-1275
FBgn0267193	CR45633
FBgn0003861	trp
FBgn0000047	Act88F
FBgn0039529	CG5612
FBgn0051413	Qsox4
FBgn0005632	faf
FBgn0037418	Osi11
FBti0020320	invader3
FBgn0004841	TkR86C
RR48325_transposable_element	F; RR48325
FBgn0038916	dnd
FBgn0038853	RhoGAP93B
FBgn0011785	BRWD3
FBgn0039638	dgt6
FBgn0038552	Alg1
FBti0019289	S2
FBgn0262383	mir-284
FBgn0038097	CG14384
FBgn0019637	Atu
FBgn0037551	Arl8
FBgn0038197	foxo
FBgn0085331	CG34302
FBti0019313	Tirant
FBgn0014342	mia
FBgn0083953	CG34117
FBgn0037313	CG1161
FBgn0051583	Asn-GTT-1-10
FBti0063107	INE-1
FBgn0039521	CG5402
FBgn0286041	CR46363
FBti0062142	invader4
FBgn0013973	Gycbeta100B
FBgn0039274	CG11920
FBgn0015279	Pi3K92E
FBgn0260243	E(var)3-9
FBti0020303	Bari2
FBgn0262411	mir-92a
FBgn0265064	CR44175
FBgn0039828	CG1542
FBgn0004862	bap
FBgn0262365	CG43063
FBgn0038327	Trax
FBgn0003482	spn-D
FBgn0037709	BckdhA
FBgn0037553	CG18249
FBgn0019828	dj
FBgn0038509	CG14332
FBti0215320	mdg1
FBgn0003356	Jon99Cii
FBgn0267819	CR46144
FBgn0262844	CG43208
FBti0061547	Dm88
FBgn0038126	CG8483
FBti0019286	Juan
FBgn0038519	Prx3
RR48386_transposable_element	mdg1; RR48386
FBgn0086365	Orct2
FBgn0004597	CycC
FBti0019298	rover
FBti0020372	micropia
FBgn0037351	RpL13A
FBgn0037384	dgrn
FBgn0024289	Sodh1
FBgn0037975	CG3397
FBgn0037405	CG1077
FBgn0051051	CG31051
FBgn0261053	Cad86C
FBgn0028400	Syt4
FBti0020310	G5
FBgn0262429	mir-13a
FBgn0037260	Mur82C
FBgn0039368	CG17196
FBgn0004053	zen
FBgn0266539	CG45100
FBgn0040206	krz
FBgn0038447	CG14892
FBgn0015568	alpha-Est1
FBti0059897	micropia
FBgn0283560	mir-9380
FBgn0286032	CR46352
FBgn0003248	Rh2
FBti0061004	INE-1
FBgn0038942	CG13862
FBgn0037571	CG11694
FBti0063106	INE-1
FBgn0001321	knk
FBgn0011336	Stt3B
FBgn0003890	betaTub97EF
FBgn0051515	CG31515
FBgn0039730	CG7903
FBgn0000039	nAChRalpha2
FBgn0037739	CG12948
FBgn0267953	CR46233
FBgn0039466	CG5521
FBgn0053110	CG33110
FBgn0038396	CG5013
FBgn0051126	CG31126
FBgn0266398	CR45038
FBgn0053920	CG33920
FBgn0003512	Sry-delta
FBgn0039031	Gbp3
FBgn0039877	Mccc1
FBgn0051342	CG31342
FBgn0037746	CG8478
FBgn0037299	Vps37B
FBgn0051223	CG31223
FBgn0053534	Ala-AGC-2-4
FBgn0038344	obe
FBgn0086665	Psi18S-1377a
FBgn0266412	CR45052
FBgn0039495	CG5909
FBgn0003279	RpL4
FBgn0039881	CG1971
FBgn0039300	RpS27
FBgn0264816	koko
FBgn0037261	CG9775
FBti0061783	Quasimodo
FBgn0027053	CSN5
FBgn0039336	CG4553
FBgn0051269	CG31269
FBgn0037345	PolZ2
RR48385_transposable_element	Doc; RR48385
FBgn0265158	CG44227
FBgn0260793	2mit
FBgn0037995	Adk1
FBgn0038576	Arp5
FBti0019448	jockey
FBgn0263382	CR43434
FBgn0058198	CG40198
FBgn0044810	TotX
FBti0020297	jockey2
FBgn0013995	Calx
FBgn0046214	vig2
FBgn0010313	corto
FBgn0027570	Nep2
FBgn0003015	osk
FBgn0026417	Hus1-like
FBgn0002937	ninaB
FBgn0260224	Tcs6
FBti0062083	INE-1
FBgn0266753	CR45226
FBgn0267765	CR46096
FBgn0262167	ana1
FBti0062782	INE-1
FBgn0038281	RpL10Aa
FBgn0004885	tok
FBgn0039387	Mco3
FBgn0038682	CG5835
FBgn0259721	CG42375
FBgn0037689	CG8135
FBgn0039213	atl
FBgn0062412	Ctr1B
FBgn0003944	Ubx
FBgn0039751	CG1983
FBti0019375	Idefix
FBti0019284	gypsy4
FBgn0267561	CR45901
FBti0019379	pogo
FBgn0085326	CG34297
FBgn0038118	timeout
FBgn0261599	RpS29
FBgn0028671	Vha100-1
FBgn0037228	CG1092
FBgn0039093	CG10183
FBgn0038528	CG14326
FBgn0267136	CR45576
RR48372_transposable_element	micropia; RR48372
FBgn0038274	Nup93-2
FBgn0038756	CG4783
FBgn0013981	His4r
FBgn0284418	TS25
FBgn0261508	CG42656
FBgn0038720	CG6231
FBti0063825	INE-1
FBti0019456	H
FBgn0038842	hdly
FBti0062446	INE-1
FBgn0003479	spn-A
FBgn0265197	CG44257
FBgn0263974	qin
FBgn0263448	CR43471
FBgn0039298	to
FBgn0043005	prt
FBgn0038541	TyrRII
FBgn0267926	CR46207
FBgn0266917	Sf3a1
FBgn0263621	CG43630
FBgn0264828	CR44036
FBgn0038342	B9d1
FBgn0039288	CG13653
FBti0020371	invader1
FBgn0040227	eIF3d1
FBgn0264792	CR44022
FBgn0012027	Tyr-GTA-1-5
FBgn0037492	Dtwd2
FBgn0038690	CG11703
FBgn0039796	CG12069
FBgn0046873	Pif2
FBgn0038709	CG15025
FBgn0051118	RabX4
FBgn0261550	Orp8
FBgn0037432	CG10298
FBgn0083974	CG34138
FBgn0027574	CG5815
FBgn0038032	CG10096
FBgn0260743	GC1
FBgn0046876	Obp83ef
FBgn0266702	CR45192
FBgn0039792	CG2267
FBgn0027583	CG7601
FBgn0039329	CG10669
FBti0020345	Dm88; CR32865[1311]
FBgn0086054	Me18S-G1358b
FBti0063928	INE-1
FBgn0039798	CG11313
FBgn0037874	Tctp
FBgn0262315	mir-2493
FBti0019409	roo
FBgn0260962	pic
FBgn0283536	Vha13
FBti0019311	Tirant
FBti0019437	jockey
FBgn0266178	pre-mod(mdg4)-B
FBgn0038291	CG3984
FBgn0283468	slmb
FBgn0051100	CG31100
FBgn0037970	GC2
FBgn0037683	CG18473
FBgn0039742	CG15528
FBgn0011962	Arg-ACG-1-7
FBgn0038804	CG10877
FBgn0020556	bxd
FBgn0002733	E(spl)mbeta-HLH
FBgn0261049	Vps45
FBgn0051151	wge
FBgn0038238	CG14854
FBgn0051493	CG31493
FBti0019396	opus
FBgn0039558	BCAS2
FBgn0264840	CR44048
FBgn0037931	CG18476
FBti0059801	G5A
FBgn0039193	CG13613
FBgn0038814	CG15923
FBgn0039339	CG5116
FBgn0039674	CG1907
FBgn0040283	SMC1
FBgn0037687	CG8132
FBgn0000139	ash2
FBgn0038914	fit
FBgn0039475	CG6277
FBgn0039886	CG2003
FBgn0262448	mir-279
FBgn0037898	Dtd
FBgn0082831	pps
FBgn0262319	mir-1000
FBgn0264694	mgr
FBgn0064119	CG33934
FBgn0039321	CG10550
FBgn0051233	CG31233
FBgn0003065	CG2150
FBgn0086346	ALiX
FBgn0013279	Hsp70Bc
FBgn0265383	CR44324
FBgn0004780	Ccp84Ad
FBgn0038567	CG14316
FBti0062101	INE-1
FBgn0038455	CG14907
FBti0019312	BS
FBgn0051023	Leu-TAG-1-2
FBgn0262384	mir-1014
FBgn0039593	Sid
FBgn0038854	CG7044
FBti0019399	S2
FBgn0039623	CG1951
FBgn0283555	mir-9373
FBti0063117	INE-1
FBgn0267959	CR46239
FBgn0037949	prd1
FBgn0039347	CG5071
FBgn0040534	Sf3b5
FBti0019350	mdg3
FBgn0023097	bon
FBgn0039710	dgt1
FBgn0265606	Prosalpha4T1
FBgn0011963	Arg-ACG-1-6
FBgn0053202	dpr11
FBgn0043799	CG31381
FBgn0267135	CR45575
FBgn0082986	Psi28S-2562
FBgn0037329	POLDIP2
FBti0062941	INE-1
FBgn0261453	MeU2-C41
FBgn0038611	CG14309
FBti0063108	INE-1
FBgn0051361	dpr17
FBgn0262378	mir-317
FBgn0263490	mld
FBgn0266703	CR45193
FBgn0051111	CG31111
FBgn0266401	CR45041
FBgn0038734	Acsx4
FBgn0010877	l(3)05822
FBgn0041191	Rheb
FBgn0267751	CR46082
FBgn0263740	eIF2gamma
FBgn0038540	CG14321
FBgn0263619	ASTR
FBgn0038702	CG3739
FBgn0263452	CR43475
FBgn0039887	Pos
FBgn0288875	Cul5
FBgn0261845	pre-mod(mdg4)-U
FBgn0263454	CR43477
FBgn0039131	CG12268
FBgn0051140	CG31140
FBgn0267815	CR46140
FBgn0038894	Jhbp16
FBgn0284226	CG46310
FBgn0039691	IntS11
FBgn0045761	CHKov1
FBgn0053337	CG33337
FBti0020302	HB
FBgn0038056	CG5961
FBgn0038135	CG8773
FBti0062133	Cr1a
FBgn0262434	mir-11
FBgn0039648	CG14515
